PostsCount,LikesPerPost,MessagesSent,PhotosPerDay,Topic,classes
105,471,641,4.11,4,0.9999999930397165
83,134,483,1.31,3,0.7716588568891656
457,772,1078,3.1,4,0.9998731723419577
57,416,1512,0.68,2,0.9974350802925868
131,719,372,3.8,1,0.9561816287562421
321,607,1751,2.44,0,0.5
216,152,698,1.05,5,0.7358790150257636
173,753,1708,0.46,2,0.93806216936453
429,636,41,2.82,5,0.5843234461503237
3,451,1175,0.94,2,1.0
157,781,709,3.77,5,0.9999999999966329
13,544,1785,0.89,5,1.0
6,439,1138,0.13,4,0.9999999662457215
497,871,863,4.81,1,0.9473811948077164
171,681,922,4.85,5,0.9999999999999996
102,634,1290,0.91,4,0.9999908086874153
154,709,559,3.48,4,0.9999993424811982
435,596,1503,2.8,2,0.9898717597901163
85,312,224,1.09,5,0.855765058876541
391,532,858,1.87,0,0.5
455,500,924,3.0,4,0.9921672025132364
458,512,456,2.9,4,0.91290584538728
418,980,297,0.62,5,0.7021828225802311
385,296,602,2.11,3,0.7620844196334068
470,535,1673,1.66,1,0.7783591534431505
393,965,541,1.14,5,0.9529664148443471
142,957,707,3.9,0,0.5
13,878,96,0.1,2,0.6260388754819414
266,39,744,4.47,2,0.5956799313050481
410,397,792,0.2,3,0.5455816659010033
299,738,1019,2.84,2,0.9965862390990505
22,33,940,0.82,0,0.5
65,683,1393,4.76,5,1.0
230,366,657,4.57,5,0.9999245883473927
91,428,1723,3.05,1,0.9999457114802164
437,725,1699,4.14,0,0.5
493,875,1233,0.9,5,0.9804111781526299
17,6,371,1.09,4,0.5564703461213668
447,795,1912,0.72,3,0.9487586809706674
266,751,423,1.34,1,0.6538224849529067
336,31,1724,2.01,0,0.5
231,880,445,2.57,0,0.5
206,98,1145,4.39,5,0.9914299360714225
355,487,1500,2.86,1,0.9120136729831109
321,878,1706,4.16,5,1.0
75,959,1957,1.43,3,1.0
164,637,621,1.85,2,0.971974152584241
447,838,1988,4.28,3,0.9999999944796836
110,572,796,2.01,5,0.9999999337213508
63,321,818,2.5,4,0.9999999357973234
96,616,314,0.04,0,0.5
417,280,1936,1.21,0,0.5
173,546,1745,3.23,5,0.9999999999999996
376,733,447,1.6,1,0.6350656159257805
242,945,1930,0.56,1,0.8425085527010973
338,969,194,4.13,3,0.9392396860776997
48,853,387,1.76,3,0.9999994583803735
248,809,97,1.31,5,0.6949871620491431
14,12,949,3.48,2,0.9046150974121202
400,336,256,0.6,0,0.5
479,585,1106,0.38,5,0.734928441543751
35,559,1202,1.78,0,0.5
66,197,923,4.85,0,0.5
298,972,1558,1.22,1,0.9215427965071832
212,749,1006,2.51,4,0.9999993049044469
258,95,346,4.7,5,0.766680036067461
11,298,421,0.32,0,0.5
383,390,839,4.4,2,0.951999019931143
445,723,215,1.99,1,0.568617589138081
16,105,598,2.84,3,0.9999983014036293
223,357,706,3.87,0,0.5
50,611,1773,3.93,5,1.0
483,502,67,2.84,2,0.5392104327223579
438,314,751,2.44,4,0.8897263409994661
77,549,8,1.43,2,0.5161994467851191
157,784,1435,2.05,5,0.9999999999997886
424,446,166,4.8,5,0.8409330077220619
255,223,823,2.86,0,0.5
335,314,1858,4.03,5,0.999999120374314
342,665,795,2.5,0,0.5
49,135,1249,0.21,4,0.7592479360627405
416,972,1806,4.75,2,0.9999998791858521
96,715,823,2.33,5,0.9999999999995248
239,64,875,1.95,3,0.6328943494556601
173,603,1198,1.78,1,0.9504240391348368
167,881,1147,4.15,2,0.9999999978463303
242,568,1296,0.88,3,0.960491299169427
455,550,909,2.94,2,0.9287234422538124
376,220,1998,0.44,2,0.6007948390446987
393,213,818,3.43,1,0.6466256137946687
440,343,659,2.52,0,0.5
109,526,1785,4.7,0,0.5
197,823,99,3.8,3,0.8668600091610736
62,797,984,2.8,1,0.9999992272020702
458,986,1178,3.89,3,0.9999921881415315
265,272,1637,3.22,4,0.9998157957038025
82,402,707,0.63,1,0.7042573736012941
76,82,911,3.68,2,0.9465743013628986
249,907,1040,4.68,4,0.9999999999994218
491,447,121,1.0,0,0.5
207,153,683,4.69,4,0.9773155450787636
462,790,169,2.0,4,0.7147610419006972
391,538,21,3.93,2,0.5225458869449557
402,584,424,4.61,5,0.9964651599316441
30,468,1632,4.4,2,1.0
108,706,159,4.4,1,0.860231108309337
371,971,1237,2.33,5,0.9999996901036455
19,882,770,0.06,3,0.9280117236282285
491,642,635,4.56,3,0.9891559421293042
343,439,306,3.3,0,0.5
418,371,1422,2.44,0,0.5
229,634,682,1.65,3,0.9761956541219233
184,314,1937,0.83,4,0.9873912921907115
281,287,1398,2.72,2,0.9563294468124669
62,246,562,2.0,1,0.854716638834801
127,896,265,3.13,3,0.9990665977901225
388,259,1306,4.43,1,0.8226754196483185
407,493,1648,1.95,5,0.9995623826897146
344,64,1958,0.43,5,0.5771794787866508
340,293,1969,3.36,4,0.9998839844352524
280,53,1001,2.62,0,0.5
186,354,1048,1.49,0,0.5
433,302,1961,2.59,5,0.9991227716737391
365,671,1734,1.11,0,0.5
127,597,1691,1.16,2,0.9993434489112594
232,380,769,4.02,1,0.882048647767089
346,319,169,3.57,2,0.6087480430327091
129,605,1108,2.33,5,0.9999999999642699
91,247,836,4.28,3,0.9999906220849661
416,77,1724,0.97,2,0.5611883512087303
393,933,1624,1.9,1,0.9483747635731823
203,693,1311,5.0,0,0.5
141,536,67,0.24,0,0.5
270,271,896,3.22,3,0.9692894130787431
415,338,941,4.29,2,0.9316861630849811
334,541,165,0.37,2,0.5196362073793883
340,332,1778,4.63,4,0.9999971731373096
256,221,1462,0.53,1,0.5660607908270118
53,668,694,2.08,4,0.9999999999997238
124,739,1428,2.72,4,1.0
351,704,148,2.89,4,0.7963302483840139
319,56,1494,4.28,5,0.9029254990023712
32,580,830,2.83,5,1.0
54,782,725,1.45,2,0.9999944309361327
64,112,1863,3.49,5,0.9999999998478042
228,17,1962,0.15,0,0.5
417,986,1548,1.37,0,0.5
281,338,1051,2.54,0,0.5
457,55,727,3.94,1,0.5341911240201983
390,334,383,2.56,1,0.5826479654663613
220,779,305,0.21,4,0.5891540701020279
425,631,999,0.83,1,0.6199105563913332
321,595,117,3.06,3,0.6880610825880745
3,822,786,1.6,5,1.0
2,335,502,4.72,2,1.0
339,473,1140,2.44,1,0.8237791498442391
293,649,201,0.28,5,0.5616032525006569
137,699,1435,1.37,2,0.9996549176204815
124,452,482,3.92,3,0.9997281661208709
60,556,160,2.15,3,0.9781176437244037
174,627,1297,4.51,2,0.9999999468924755
268,194,427,4.14,1,0.6244489409859479
212,718,481,3.51,1,0.9065344981434343
275,328,282,2.55,2,0.6640976030599408
331,224,424,4.9,3,0.8423760672198407
246,584,1983,2.18,1,0.9833384955875007
378,698,74,0.2,0,0.5
448,515,770,0.98,0,0.5
488,382,1445,2.68,0,0.5
365,771,808,0.06,3,0.5304804309828922
98,385,1673,1.81,3,0.999999306101146
226,251,1238,0.12,0,0.5
24,133,80,4.64,2,0.8368201141637959
207,488,132,4.79,1,0.6438901187556294
30,500,210,4.33,1,0.9975807074745173
453,651,1674,1.48,3,0.9858557147158379
169,124,1805,3.47,2,0.974719833650744
123,582,1339,3.61,0,0.5
116,465,1327,2.09,2,0.999854502629739
285,905,979,4.54,4,0.9999999998189877
320,656,88,2.76,2,0.5976506234522776
216,13,241,0.34,2,0.5009797822599487
261,361,1869,0.07,2,0.5358898017060472
475,868,1023,1.91,2,0.9446702328159217
182,50,65,4.56,4,0.5323106545527927
67,511,460,2.67,4,0.9999996580013932
466,183,746,3.28,1,0.59431066137793
326,314,821,4.36,2,0.9393445473343144
156,41,118,1.95,0,0.5
29,550,1577,3.72,0,0.5
267,928,1400,1.18,3,0.9989358490961006
290,467,344,3.77,5,0.9844678509481517
43,275,428,4.71,1,0.9940757170270994
415,290,911,3.31,4,0.966076036889729
360,863,1546,1.52,3,0.998789091526096
228,220,1420,4.81,2,0.9947146729150677
248,268,1183,4.86,0,0.5
206,114,1269,1.52,4,0.8450890960136106
148,431,383,4.4,4,0.9995904839820784
85,907,1038,4.49,2,1.0
401,602,1995,1.11,0,0.5
312,490,56,3.1,3,0.5805429723646315
207,817,875,4.41,2,0.9999944586967483
84,18,746,3.21,3,0.6483267041709236
158,221,1737,0.24,3,0.6670986282803386
404,733,987,0.83,2,0.7651629971857722
262,694,927,1.75,0,0.5
267,757,1599,2.67,3,0.9999994586127536
327,511,435,2.88,3,0.9116323264913284
173,974,1789,2.24,4,0.9999999999999998
25,767,651,0.78,3,0.9999999913925303
205,121,392,0.4,3,0.5275532734340597
225,750,458,3.16,4,0.9995325325173375
464,960,726,1.56,1,0.717295227931564
292,736,1913,2.27,2,0.9998331785251152
376,71,237,1.69,1,0.5075125511381023
169,163,820,1.97,1,0.6500121231350597
175,613,370,3.04,1,0.8271510591439089
369,360,175,0.48,5,0.5406145896562393
362,721,1148,3.98,3,0.9999805558512656
87,717,28,0.84,3,0.5575104500253945
401,791,34,2.88,4,0.5761527739670654
227,307,493,0.44,0,0.5
221,232,704,1.22,3,0.7455069620456879
131,945,522,4.77,0,0.5
244,469,655,2.48,1,0.7756777721101865
160,654,1919,2.19,2,0.9999988218131527
159,406,1477,0.37,4,0.9018471424413174
355,556,1945,3.6,1,0.9873523721017416
468,450,912,3.2,1,0.7530654245805609
187,462,313,3.66,2,0.904582523527903
10,473,1617,1.84,1,1.0
24,334,1737,0.09,4,0.9694657881311831
158,84,613,4.37,2,0.7561704392532861
365,769,927,0.28,0,0.5
245,648,1133,3.93,5,0.9999999999310645
407,148,1730,4.38,3,0.9638969282998365
105,286,1710,2.16,1,0.9819716473351272
472,905,1274,2.49,4,0.9999366900615165
2,698,1896,4.46,0,0.5
455,764,986,3.45,2,0.9894313003954701
398,758,1345,3.59,3,0.9999826556133291
367,416,801,3.41,3,0.9756532882384997
22,598,584,0.91,1,0.9967953396780601
282,464,1009,2.0,4,0.9949205282754601
139,125,1998,1.76,4,0.9934789574553268
304,151,124,0.47,5,0.5143743360364983
334,366,1185,0.56,5,0.8091854710672065
288,599,1699,2.43,3,0.9999641448989286
187,393,974,1.81,5,0.9993648004865398
402,106,1929,0.64,1,0.5322924982408148
296,47,918,4.44,2,0.6258194523605566
424,574,1914,2.52,0,0.5
446,11,1687,0.63,0,0.5
86,497,198,3.2,1,0.8107588693299985
157,442,1053,0.33,0,0.5
41,700,519,2.16,0,0.5
235,573,1909,0.01,5,0.5231029748816526
350,459,729,4.88,0,0.5
238,301,137,3.59,0,0.5
98,653,29,3.27,3,0.6798824941150592
162,878,557,4.92,4,0.9999999999440548
476,443,1316,3.24,5,0.999623388817092
199,271,301,2.09,3,0.735212691135041
177,450,654,2.76,2,0.9745920521759032
394,448,722,2.85,5,0.9905144296916166
18,122,25,0.4,5,0.5336137022010504
406,971,820,1.06,4,0.9645677113472103
39,800,641,3.42,2,0.9999999999999998
21,317,1147,2.19,2,0.9999999999999181
355,518,1799,4.65,4,0.99999999624741
50,266,414,4.86,0,0.5
258,899,257,2.82,3,0.9530398445942194
240,394,1542,3.95,1,0.9815343607471312
356,426,1023,1.1,1,0.6306625006431874
210,159,1461,4.99,1,0.8996485653690257
356,800,1004,0.48,4,0.8482925998134534
404,793,1196,2.41,3,0.9988237937712378
449,417,196,3.26,0,0.5
124,734,618,2.5,5,0.9999999871469686
91,31,490,3.81,3,0.6809451307532097
268,817,103,1.42,0,0.5
182,754,508,2.68,2,0.9888192907871979
107,44,1452,1.81,1,0.6057366690507783
208,565,1434,3.07,5,0.9999999999519318
498,993,357,4.8,3,0.9832604683885143
235,396,1977,1.16,2,0.9556855556854341
231,267,1777,1.72,1,0.802778256820238
478,117,1867,3.04,0,0.5
150,550,988,3.4,5,0.9999999999764291
23,171,1410,1.04,3,0.9999977310808424
320,496,244,3.77,1,0.6379664821306641
326,777,407,3.65,3,0.985524546534482
406,109,656,1.89,1,0.5330178056473325
263,629,1456,0.03,1,0.510375994766079
317,22,1812,0.61,4,0.5304430726780546
366,912,1312,4.46,4,0.9999999999138434
140,473,931,3.88,4,0.999999996235488
316,50,1799,3.0,4,0.7953174967061845
454,368,1883,1.62,4,0.9807346483532003
450,44,1249,3.49,2,0.5838779980087344
224,93,364,4.39,0,0.5
391,349,684,3.76,1,0.7134403111601484
66,492,326,4.03,3,0.9999914923479818
181,956,260,0.63,1,0.5851059715467121
192,383,1018,1.62,2,0.9317798771463366
114,268,72,0.96,0,0.5
449,642,934,1.08,3,0.8480404217248603
202,689,1985,1.99,1,0.995291771920984
476,779,345,4.93,2,0.9013291785599182
220,502,1522,1.46,2,0.9825278074261036
491,918,725,3.22,5,0.9998286460584104
253,119,326,4.0,4,0.7260855019043929
301,187,1990,1.79,0,0.5
204,549,135,0.47,5,0.5840080454745219
401,696,912,3.6,5,0.9999878912854798
303,658,458,4.2,2,0.9650994542215336
326,305,758,2.09,2,0.7645670141876205
389,479,183,2.4,1,0.5535175254607965
483,35,1183,3.56,5,0.6471003552876926
245,906,1110,3.09,1,0.9935669716650407
297,791,918,1.47,2,0.9456369307061224
119,286,323,1.55,5,0.916103861066391
3,325,234,2.74,2,1.0
210,931,1019,4.72,5,1.0
455,150,68,2.05,5,0.5228100195169707
55,758,333,0.58,2,0.8923866887158856
222,912,51,2.25,4,0.6790161435145102
52,653,1221,1.89,2,0.999999999900403
11,450,35,3.33,5,0.9999230873311549
436,733,1572,3.99,3,0.9999965256518802
185,683,1945,3.92,2,0.9999999998072546
82,498,1542,3.58,5,1.0
266,261,1757,3.93,4,0.9999789494450947
164,981,312,2.94,4,0.9998368873960949
228,901,1618,3.32,3,0.9999999999897604
489,50,640,1.15,4,0.5298673140199723
111,896,1401,1.83,2,0.9999999280073438
423,650,390,2.57,3,0.8624718685074834
227,906,535,2.83,2,0.9918558345790999
31,435,232,0.74,0,0.5
321,209,630,2.35,2,0.6826647051135671
71,561,1110,0.68,3,0.9991832725645321
379,290,1345,3.11,3,0.9784453935654105
40,52,777,2.92,3,0.9711382831062838
267,465,1688,1.35,1,0.8287744698894023
362,153,367,1.04,5,0.5794458847827273
300,284,993,0.21,3,0.5585603647368418
393,682,854,0.03,3,0.5132466217507485
137,72,1545,0.25,2,0.540242465894858
217,799,966,0.96,0,0.5
371,401,574,1.76,1,0.6067997841091881
151,569,1075,3.46,4,0.9999999997885185
330,45,1316,3.27,3,0.6680805903400471
411,585,718,0.88,1,0.5883991787105396
450,220,1075,3.87,5,0.9827215090327502
91,485,1018,3.77,2,0.9999999128176813
348,977,1217,4.14,2,0.999986877267547
254,748,1159,4.26,3,0.9999999703060176
12,552,1231,2.51,0,0.5
384,419,152,4.96,1,0.5809989909608136
182,93,944,1.03,2,0.597448202952016
228,157,538,2.23,3,0.7280594772736773
112,824,762,0.99,4,0.9998524693029343
88,822,640,1.29,5,0.999999778218838
259,150,1761,3.93,2,0.9602766608752609
162,37,563,0.24,5,0.5153233915678761
296,152,1469,4.27,2,0.9282291628789987
416,63,1088,0.47,5,0.5383886647283691
48,302,1846,3.55,1,0.9999999232920026
369,55,171,1.64,3,0.512454384365226
232,874,876,0.48,4,0.9253731238221423
349,818,1451,2.3,2,0.9980072375952368
456,19,1271,3.98,0,0.5
202,301,632,0.82,1,0.5761152458374054
373,663,269,2.49,3,0.8052173473656752
103,998,1290,4.04,5,1.0
479,698,1552,0.66,1,0.6440768019149689
15,219,957,4.23,4,1.0
177,728,1951,2.9,0,0.5
243,399,1731,3.55,2,0.9996708158588085
389,558,181,2.96,3,0.7142501535518954
264,593,1145,3.62,1,0.9758604718351956
64,124,1845,1.59,4,0.9998807042079942
278,38,1938,3.89,3,0.7735375144958251
324,767,1043,3.99,1,0.9804407229788938
40,769,1812,3.02,2,1.0
403,732,887,1.29,1,0.6954738017753754
323,678,611,2.54,4,0.9943906609041255
84,644,1462,2.82,2,0.9999999999876739
234,973,1321,1.85,3,0.9999945147144399
146,925,549,3.7,5,0.9999999999921352
221,329,131,2.34,4,0.673775853376616
250,256,1086,2.46,2,0.8978948309678658
443,686,1056,0.57,3,0.7523350023821013
274,983,80,3.07,2,0.6682370349658042
483,917,1373,3.57,3,0.9999847847674934
436,912,1302,0.62,1,0.6617142663812462
464,945,878,2.88,3,0.997847533468603
387,830,1509,2.99,3,0.9999902199223838
495,587,880,4.19,4,0.9990419666678113
308,981,1140,4.19,5,0.9999999999999254
302,267,1702,4.9,3,0.9998476732017307
383,945,619,3.35,0,0.5
294,874,1680,4.44,3,0.9999999999966875
134,622,1321,0.79,0,0.5
458,182,1473,0.75,1,0.5434995913018137
452,311,587,3.87,4,0.9230344601048992
491,806,825,4.82,0,0.5
419,387,67,0.88,5,0.5270218847624258
196,612,640,4.78,2,0.9994953565313529
276,376,338,2.54,3,0.8012618612214365
427,852,1950,1.04,3,0.9920266612391335
141,317,70,3.52,5,0.7503705698525938
458,49,365,4.16,0,0.5
405,644,1949,3.99,5,0.9999999999785962
178,226,1495,3.76,2,0.9965701899203961
446,119,10,1.35,3,0.5010734480462803
362,511,1500,1.2,1,0.7329464368315611
160,278,449,1.76,4,0.8986505419336284
74,616,1457,4.92,4,1.0
397,408,960,0.09,2,0.5176338770339645
14,312,811,4.91,4,1.0
182,164,1003,3.95,3,0.9860145547340753
5,282,707,1.27,2,1.0
431,77,1175,4.25,1,0.5877081082787834
156,542,68,1.26,2,0.5588680776772942
201,236,1306,3.84,1,0.9121140836691521
236,397,773,1.16,0,0.5
336,295,877,4.1,1,0.7780629399943523
276,109,1190,3.87,5,0.9737485578779371
482,658,400,0.36,4,0.5774823530791783
377,417,1903,3.7,3,0.9999071017094103
356,989,1293,3.29,4,0.9999999930425025
434,392,384,2.93,0,0.5
97,976,1092,1.21,5,0.9999999999966223
226,316,1195,3.78,1,0.9248154587427541
322,494,1876,3.55,4,0.9999999114131041
132,707,834,1.27,5,0.9999872623007562
196,23,203,1.64,5,0.5193944859519184
105,436,382,0.61,3,0.7601344232969812
334,274,1598,4.87,5,0.9999968995073193
119,764,1139,2.64,5,1.0
292,798,488,3.0,5,0.9996470655772469
272,972,1704,1.45,2,0.9991041190017075
91,402,966,4.74,4,0.9999999999999891
25,662,1545,1.34,4,1.0
446,912,1457,1.73,3,0.997858585412846
462,537,1569,2.8,3,0.9977331198011
361,188,274,0.12,3,0.5051027372239469
328,553,74,1.64,4,0.580592989077278
104,4,1080,3.85,3,0.5475154085731325
84,875,342,3.3,2,0.9999124069070671
92,96,333,4.3,1,0.6442147770817132
342,869,1364,1.03,3,0.9860111460799807
287,736,163,2.9,4,0.8728846825844337
23,119,648,0.61,5,0.9830967747836212
486,183,380,1.51,1,0.5214498026694514
342,56,452,2.66,1,0.5195467776161484
161,859,284,2.01,3,0.9741836661927903
385,138,227,1.07,3,0.5259223431013539
186,208,1313,0.45,2,0.6283367661093496
228,153,580,0.48,5,0.5917411482779968
236,178,1285,2.31,1,0.7088088437751524
67,562,714,1.53,1,0.974445178315474
357,35,1886,4.54,4,0.7915400850211944
181,358,1840,3.51,1,0.9937926443909578
129,56,732,2.48,4,0.7777412460145301
281,274,1784,2.21,5,0.9995184094441835
105,351,81,3.13,5,0.8434076910008504
85,917,714,2.18,5,0.9999999999999967
73,346,278,0.52,5,0.7959668793863326
249,524,1417,2.98,0,0.5
428,818,350,1.78,0,0.5
389,764,508,4.26,5,0.9997849146993419
62,647,1238,0.49,4,0.999957310990538
328,961,1461,2.35,5,0.9999999979084697
154,29,716,3.7,4,0.68845687257796
3,887,108,1.28,1,0.999999911558193
355,853,915,2.49,0,0.5
405,745,305,1.51,0,0.5
416,13,1896,0.74,4,0.5174148175920524
249,130,862,1.04,1,0.5463606952260045
239,406,1977,3.09,5,0.9999999988885357
446,487,196,4.83,1,0.6012664075688473
277,277,984,2.09,4,0.9633395203476425
484,494,605,4.54,2,0.9027278686396408
242,835,1808,0.56,1,0.8002945545200512
71,871,451,2.58,2,0.9999881580876463
475,956,1473,3.37,3,0.999993273699759
401,879,692,4.35,2,0.9947474718140196
41,708,1061,3.45,2,1.0
201,937,1865,0.54,4,0.9994257788824514
351,192,597,0.34,4,0.5440044760771281
134,173,1777,1.72,2,0.9583493987911997
434,959,1032,4.32,1,0.9804380892773774
136,489,1803,3.77,4,1.0
271,7,485,4.88,2,0.5121436561581271
424,505,1399,4.5,2,0.9974236978747724
383,596,832,1.53,0,0.5
90,615,307,3.34,1,0.9418130687968763
300,895,94,1.41,3,0.6157035038165025
12,1,672,3.68,0,0.5
476,583,1482,0.92,5,0.9650323698006699
338,596,1982,1.42,5,0.9999477675795604
452,763,1967,0.91,2,0.9169221664826116
24,270,1438,2.27,2,0.9999999999997884
141,211,1517,0.83,5,0.9768750376899639
236,39,791,1.9,0,0.5
72,110,1582,0.12,0,0.5
428,537,854,4.94,0,0.5
124,931,1473,3.86,4,1.0
35,11,198,3.68,4,0.5900024593144771
208,10,478,1.99,3,0.5136252954362932
173,55,705,1.01,3,0.5670561518200692
396,432,817,4.12,4,0.9970890605597306
403,219,1287,4.46,2,0.922648525554673
398,879,132,3.52,0,0.5
168,389,219,1.69,0,0.5
61,915,947,4.55,1,0.9999999999929776
249,949,1268,4.08,4,0.9999999999999756
308,953,1141,2.35,5,0.9999999305842361
152,412,841,0.3,3,0.6932174923692297
412,332,208,1.81,3,0.589437803841978
10,940,1495,0.68,1,1.0
172,323,1047,2.89,0,0.5
297,298,1930,2.64,4,0.9997042212683741
145,490,1452,1.3,2,0.9937520672708444
467,191,1101,2.42,3,0.7856695769806663
67,213,1882,1.48,1,0.9712103032887647
465,843,334,4.48,5,0.9954562130754796
214,757,23,3.85,1,0.5310759988578304
38,874,628,0.67,5,0.9999999955340906
218,258,1566,2.6,1,0.871547306154256
144,859,1760,0.89,2,0.9994046161249248
210,596,1269,3.37,3,0.9999994793531806
129,283,1736,1.5,3,0.9988982872139942
76,909,1679,2.01,5,1.0
