PostsCount,LikesPerPost,MessagesSent,PhotosPerDay,Topic,classes
362,721,1148,3.98,3,10.847944925097748
227,307,493,0.44,0,0.0
221,232,704,1.22,3,1.0747909930836652
244,469,655,2.48,1,1.2406536562749235
159,406,1477,0.37,4,2.217919006060943
187,462,313,3.66,2,2.2492117840910586
158,84,613,4.37,2,1.1317973398340089
245,648,1133,3.93,5,23.39784979570422
407,148,1730,4.38,3,3.284606417677123
105,286,1710,2.16,1,3.997616768870041
455,764,986,3.45,2,4.539233568721326
398,758,1345,3.59,3,10.962224294204104
367,416,801,3.41,3,3.69071048602644
282,464,1009,2.0,4,5.277455597938167
334,366,1185,0.56,5,1.444726246883689
288,599,1699,2.43,3,10.235988855998784
187,393,974,1.81,5,7.360936012656654
86,497,198,3.2,1,1.4549486592493772
41,700,519,2.16,0,0.0
238,301,137,3.59,0,0.0
199,271,301,2.09,3,1.0212329373785267
177,450,654,2.76,2,3.6469569438760954
394,448,722,2.85,5,4.648452705142152
39,800,641,3.42,2,35.73666934018663
355,518,1799,4.65,4,19.40081957618536
258,899,257,2.82,3,3.010357227591082
240,394,1542,3.95,1,3.973205354095175
356,426,1023,1.1,1,0.5350599967539531
356,800,1004,0.48,4,1.7212719563445122
404,793,1196,2.41,3,6.744284181784336
449,417,196,3.26,0,0.0
124,734,618,2.5,5,18.169686139321
182,754,508,2.68,2,4.482321694239471
208,565,1434,3.07,5,23.75840091224032
231,267,1777,1.72,1,1.403749836752666
150,550,988,3.4,5,24.471007998741506
320,496,244,3.77,1,0.5665489477806018
326,777,407,3.65,3,4.2207196835133605
406,109,656,1.89,1,0.132263700858115
366,912,1312,4.46,4,23.174853668766826
140,473,931,3.88,4,19.39764761645038
224,93,364,4.39,0,0.0
391,349,684,3.76,1,0.9121519245542716
66,492,326,4.03,3,11.674536054322717
192,383,1018,1.62,2,2.614357025636403
449,642,934,1.08,3,1.7193137487046457
220,502,1522,1.46,2,4.029518024707288
253,119,326,4.0,4,0.9748517721643368
204,549,135,0.47,5,0.3392488392395445
401,696,912,3.6,5,11.321573047529684
303,658,458,4.2,2,3.3197286899604155
326,305,758,2.09,2,1.1778833674102065
389,479,183,2.4,1,0.2148932658357394
245,906,1110,3.09,1,5.0398560725036425
297,791,918,1.47,2,2.856173651155685
119,286,323,1.55,5,2.3905501511375635
55,758,333,0.58,2,2.115355195276748
52,653,1221,1.89,2,23.029890021025302
436,733,1572,3.99,3,12.570100213628338
82,498,1542,3.58,5,66.60816320285957
266,261,1757,3.93,4,10.768562586111008
228,901,1618,3.32,3,25.304768134411773
111,896,1401,1.83,2,16.44670164708762
423,650,390,2.57,3,1.8359740432971392
227,906,535,2.83,2,4.802275997080005
321,209,630,2.35,2,0.7660448966494017
71,561,1110,0.68,3,7.109388073945836
379,290,1345,3.11,3,3.8153754296368474
267,465,1688,1.35,1,1.5769664902584208
362,153,367,1.04,5,0.32049911213557
217,799,966,0.96,0,0.0
371,401,574,1.76,1,0.4338799543546046
151,569,1075,3.46,4,22.276883622989505
411,585,718,0.88,1,0.3573515936088848
450,220,1075,3.87,5,4.040863341540223
91,485,1018,3.77,2,16.255264206258477
254,748,1159,4.26,3,17.332321395207966
182,93,944,1.03,2,0.3948438135308867
228,157,538,2.23,3,0.9847993684735524
112,824,762,0.99,4,8.82132674655685
88,822,640,1.29,5,15.32157447662992
259,150,1761,3.93,2,3.185282529127163
296,152,1469,4.27,2,2.5598004197440587
48,302,1846,3.55,1,16.383259788884427
232,874,876,0.48,4,2.517696320474216
349,818,1451,2.3,2,6.216238709131083
202,301,632,0.82,1,0.3068461081958142
373,663,269,2.49,3,1.4192279026456904
243,399,1731,3.55,2,8.018564025767976
389,558,181,2.96,3,0.9161164907839494
264,593,1145,3.62,1,3.699468947312593
64,124,1845,1.59,4,9.03378519894869
324,767,1043,3.99,1,3.914552486085076
40,769,1812,3.02,2,83.60572995384551
403,732,887,1.29,1,0.8258362221547488
323,678,611,2.54,4,5.177697244090395
84,644,1462,2.82,2,25.119305074836245
146,925,549,3.7,5,25.568633166948157
221,329,131,2.34,4,0.7253127824149507
250,256,1086,2.46,2,2.174049595668342
443,686,1056,0.57,3,1.111104689709668
436,912,1302,0.62,1,0.670942936882307
387,830,1509,2.99,3,11.535153357598668
294,874,1680,4.44,3,26.433347865644173
134,622,1321,0.79,0,0.0
458,182,1473,0.75,1,0.1744393592654965
452,311,587,3.87,4,2.4843087808467983
276,376,338,2.54,3,1.3941997388697938
178,226,1495,3.76,2,5.671814684353348
362,511,1500,1.2,1,1.0096233759187017
160,278,449,1.76,4,2.1823197145169653
182,164,1003,3.95,3,4.255653950918263
431,77,1175,4.25,1,0.354498836601249
201,236,1306,3.84,1,2.3397255059069457
236,397,773,1.16,0,0.0
336,295,877,4.1,1,1.2544135924551971
276,109,1190,3.87,5,3.613432190673653
434,392,384,2.93,0,0.0
226,316,1195,3.78,1,2.5096485721109243
322,494,1876,3.55,4,16.23928180190839
132,707,834,1.27,5,11.270931779457324
105,436,382,0.61,3,1.1534166210411418
119,764,1139,2.64,5,38.35470219765326
292,798,488,3.0,5,7.948875292807255
446,912,1457,1.73,3,6.144144935598709
462,537,1569,2.8,3,6.087081301046782
84,875,342,3.3,2,9.34272081399916
92,96,333,4.3,1,0.5937049329090808
342,869,1364,1.03,3,4.255406794928869
287,736,163,2.9,4,1.9267087682429545
161,859,284,2.01,3,3.6305924699408263
385,138,227,1.07,3,0.1037824237534966
186,208,1313,0.45,2,0.5250881154882805
228,153,580,0.48,5,0.3711678760051643
236,178,1285,2.31,1,0.8896059305680758
67,562,714,1.53,1,3.6410422466649073
181,358,1840,3.51,1,5.075793600239045
281,274,1784,2.21,5,7.637934567619592
85,917,714,2.18,5,33.36181595994441
73,346,278,0.52,5,1.361275239552307
249,524,1417,2.98,0,0.0
428,818,350,1.78,0,0.0
389,764,508,4.26,5,8.444260752839014
62,647,1238,0.49,4,10.0615263705901
355,853,915,2.49,0,0.0
405,745,305,1.51,0,0.0
249,130,862,1.04,1,0.1859769722066858
277,277,984,2.09,4,3.268706588791173
242,835,1808,0.56,1,1.388136344699333
71,871,451,2.58,2,11.343853583209397
401,879,692,4.35,2,5.243779387849343
41,708,1061,3.45,2,50.232921630686505
134,173,1777,1.72,2,3.1358966250850684
136,489,1803,3.77,4,38.845577436687705
424,505,1399,4.5,2,5.958820566476788
383,596,832,1.53,0,0.0
90,615,307,3.34,1,2.7841460343689306
141,211,1517,0.83,5,3.74344608619703
396,432,817,4.12,4,5.836364233725502
403,219,1287,4.46,2,2.4788887274337625
398,879,132,3.52,0,0.0
168,389,219,1.69,0,0.0
61,915,947,4.55,1,25.68190276197785
412,332,208,1.81,3,0.3616417771920727
172,323,1047,2.89,0,0.0
145,490,1452,1.3,2,5.069237100539983
467,191,1101,2.42,3,1.2990174614922376
465,843,334,4.48,5,5.38944034897197
38,874,628,0.67,5,19.226792944829477
218,258,1566,2.6,1,1.9147094495120165
144,859,1760,0.89,2,7.4257086310700435
210,596,1269,3.37,3,14.46819339393595
129,283,1736,1.5,3,6.809786911862349
76,909,1679,2.01,5,80.19395110459578
211,826,381,3.08,2,3.650714261876634
353,727,882,1.31,2,1.8910549317420475
219,733,430,2.88,5,8.235033496988105
251,194,467,2.03,3,0.8734473755237895
292,93,1858,0.9,4,0.8464920235087742
157,604,1809,3.79,1,10.480683969142566
234,526,572,2.48,2,2.5340906973246264
441,874,332,4.6,4,4.810645033177437
260,159,351,1.21,4,0.4128105777772935
44,577,308,1.72,1,2.7604307884111554
300,663,312,2.39,1,0.6548160733672812
245,232,147,2.79,2,0.3086370056005296
228,85,420,2.49,5,0.7745996262895132
147,301,1612,3.62,3,14.243561206739638
434,98,1674,2.93,4,1.7603295286059129
113,251,1878,0.48,4,3.182487138576708
370,721,1006,0.82,4,2.5549354231018
355,498,1453,4.02,0,0.0
387,198,1531,0.52,2,0.3236959888781618
150,740,648,1.55,0,0.0
69,353,1317,0.81,3,6.505672934028078
149,409,653,1.62,1,1.1538246104653844
312,68,420,2.79,2,0.2029608955927443
305,244,272,4.59,1,0.396868051695453
127,170,616,1.15,3,1.130367260358202
211,104,1219,4.11,2,1.9624607061557728
261,792,323,3.8,0,0.0
150,483,1729,1.88,5,20.79472977570062
389,811,254,1.94,1,0.4082077653095806
402,882,1503,3.43,1,4.494384201623243
226,502,317,3.92,1,1.0967690078876469
359,645,434,3.43,4,4.250927220303242
418,634,131,1.34,5,0.5289731605712565
417,332,805,1.37,1,0.3488936288245779
446,767,876,2.81,1,1.682075533582534
339,307,178,1.82,1,0.1165747868770327
413,767,671,2.41,3,3.5799807577460085
397,829,236,3.15,5,3.0841191463580597
297,544,365,4.12,1,1.094478144076242
182,233,369,1.13,4,0.8484453945030246
294,222,1168,3.95,2,2.768535780414259
291,751,539,3.99,4,8.821514713000637
257,68,1853,3.68,1,0.7169247770575736
248,373,1481,0.46,3,1.2214223384220353
124,189,1714,3.18,2,6.602107854134853
186,476,423,4.33,0,0.0
359,345,932,1.65,2,1.1744352052126434
156,309,882,1.4,5,4.859315180534065
51,407,956,1.74,0,0.0
369,923,700,1.34,0,0.0
331,762,1233,1.51,0,0.0
58,699,999,3.02,3,43.34284658670629
341,893,876,1.52,5,6.927704281027752
451,163,864,1.17,5,0.7258639599317916
387,609,1557,3.23,1,3.1446478976948398
110,809,1440,3.33,4,56.05277473136203
293,409,1291,3.32,1,2.377357946911096
466,208,1461,0.45,5,0.5830216938876269
253,695,485,3.12,3,4.95514575049858
187,806,285,0.98,3,1.4350273828996905
270,222,1851,3.59,1,2.171024078628828
343,750,1358,1.68,5,9.911074985185712
37,506,359,1.29,4,10.066245212650443
427,722,245,1.89,3,0.9333252780983482
195,460,1489,2.91,5,20.30745380447509
95,754,1335,2.56,0,0.0
115,483,486,2.1,4,6.8130159912597446
333,560,524,2.34,3,2.458027600746852
129,736,473,2.13,0,0.0
188,246,960,2.03,0,0.0
124,336,1403,1.61,4,9.728271738659265
368,866,377,1.65,3,1.744982938670523
326,77,1096,3.31,0,0.0
304,671,1417,3.6,4,17.89599465927192
231,332,759,0.7,4,1.2136695993313784
47,234,1848,2.29,5,41.86007630038328
271,675,844,4.11,1,3.4331542225427194
63,305,1293,1.23,1,3.0594086397068208
115,146,1123,3.15,3,5.353541119809472
467,181,1774,3.88,2,2.120076800290512
252,223,1363,1.78,5,4.265448937727931
194,668,569,4.55,3,10.62659705048573
179,109,1873,1.07,4,1.93967771375552
128,324,1598,4.33,1,6.959439671462112
241,283,1739,3.29,0,0.0
411,195,503,0.96,0,0.0
284,277,439,0.43,0,0.0
318,387,317,0.36,3,0.165554665955129
76,696,371,1.06,1,1.431034107037166
213,765,775,2.45,4,10.838874119096094
89,635,981,0.48,2,2.6699216785992745
107,586,1493,2.03,0,0.0
314,783,1155,0.5,1,0.5722142449606593
52,384,1107,2.81,5,45.63797734478953
199,726,1007,3.6,0,0.0
261,749,394,1.18,3,1.5904329210422543
56,658,1182,4.29,3,71.02454376117707
127,101,424,2.17,1,0.290748716245247
440,252,310,1.33,5,0.4691435674864372
45,670,1209,3.31,5,118.37531576154518
442,703,1124,2.29,3,4.880121857435061
80,107,1445,3.47,3,7.994419428928209
372,685,1386,2.19,4,8.883610947716662
383,236,1132,2.7,2,1.4966766330190038
336,723,1275,1.08,0,0.0
364,96,1417,2.08,4,1.2354853171910951
170,715,211,0.62,0,0.0
130,767,532,3.6,2,8.979883511113668
311,617,1604,2.38,0,0.0
438,145,680,3.83,1,0.3425911508992366
169,388,1295,2.97,5,17.543482404990417
270,449,678,3.25,4,5.824118270157369
424,684,701,3.8,5,8.537612248484036
252,629,677,4.51,0,0.0
194,479,451,1.74,2,1.539799349732033
112,253,657,1.23,5,3.626749387865911
314,456,434,1.63,3,1.224639732852676
141,382,544,0.79,0,0.0
172,687,1206,4.46,1,8.536601712296207
82,89,1853,0.55,1,0.439530306228013
65,280,1753,2.24,0,0.0
77,380,1447,0.7,4,7.945001736848799
116,689,1724,3.97,0,0.0
433,342,960,4.19,2,2.5248060601960263
39,805,935,2.3,0,0.0
453,209,938,3.0,5,2.579388410163713
287,276,1306,3.58,1,1.7866025581257736
323,474,1733,0.96,2,1.9402164095068
232,909,1338,1.35,3,8.436486143733685
213,870,1118,4.5,4,32.66092801202031
147,148,1029,2.58,1,1.062072157759578
302,599,967,2.33,1,1.7757296123654898
60,502,1415,0.61,5,14.347733738234606
380,567,1716,4.23,0,0.0
174,268,1235,1.68,4,5.079211986609522
306,541,1420,1.17,4,4.668577779703945
445,273,1085,2.42,3,1.920187143280384
52,512,334,2.22,5,14.50476261453408
324,308,1673,4.34,3,8.22786569607814
327,887,1397,2.09,4,12.587895047761444
383,522,470,3.43,1,0.8730482971318219
56,558,1516,1.3,1,7.803030206249022
401,784,205,3.53,5,2.810896297251335
60,613,1615,1.46,4,38.28857122152739
179,173,1770,0.88,5,2.990842735618604
96,196,514,2.49,3,3.114892920729629
292,372,1697,0.96,4,3.2987371973175788
186,423,481,2.9,2,2.521012828654748
201,444,852,0.85,3,1.906958537832812
433,889,1556,3.52,5,22.34141560936777
146,320,1731,3.29,4,19.83922223209801
280,390,924,3.32,3,5.0934546989331
264,890,1231,2.23,1,3.677253401227399
58,353,1500,3.08,4,44.69132608617917
410,263,869,2.42,4,2.144082973854592
437,609,1391,1.55,1,1.1939035578487944
386,592,859,3.16,0,0.0
283,739,1115,0.85,0,0.0
460,479,272,4.65,4,2.0933126241921647
104,617,846,3.54,3,21.17977134045209
97,659,852,1.17,4,10.76400004102848
252,215,700,3.48,5,4.129141539981199
242,319,1821,2.41,0,0.0
60,204,1675,2.06,0,0.0
403,762,707,1.98,4,4.206966784910246
367,900,263,1.15,0,0.0
88,207,1400,1.17,1,1.5310033229517372
336,395,337,0.94,2,0.2959512175099791
377,247,978,0.64,0,0.0
452,492,786,3.76,0,0.0
115,571,132,1.53,0,0.0
157,759,829,3.88,4,24.715131956136343
453,213,1585,4.52,1,1.3385163034602132
95,688,1601,2.04,0,0.0
462,154,983,0.67,0,0.0
317,826,973,1.85,2,3.727433568123157
200,188,1525,4.5,3,7.689640356096342
375,709,244,3.31,0,0.0
168,747,1115,0.86,2,3.388357275229596
303,654,1378,2.36,0,0.0
204,423,367,3.9,5,5.896379643030481
110,869,1476,2.09,2,19.3670865385877
349,326,419,3.21,1,0.4992128905455531
281,297,1203,1.04,2,1.0508812764767002
47,786,402,1.97,2,10.524985970161923
146,900,270,1.26,1,0.8332945194789315
185,549,1721,1.48,4,12.013726913218097
310,708,828,2.4,4,7.213527574292617
317,679,1659,1.85,1,2.612180535836582
240,390,989,0.97,2,1.23887060776629
153,95,271,1.36,5,0.4546581082996674
448,316,266,0.37,4,0.1103384765225032
57,686,1329,3.58,4,91.0105673095196
94,880,514,4.57,0,0.0
43,213,1581,0.5,4,6.223684605717709
101,270,1142,2.99,0,0.0
300,895,1177,0.37,3,1.548730263103967
239,692,882,2.65,2,5.378079413869569
276,664,1099,3.77,0,0.0
352,705,1621,3.52,4,18.16379893221446
156,196,1050,4.19,4,8.785557974730414
376,628,275,1.04,4,0.759228296384115
366,659,206,4.01,2,1.18200817557186
207,675,1498,2.24,4,17.391130460184712
164,725,1425,1.16,5,14.51816002323225
449,115,264,2.32,5,0.3116649600343814
405,744,954,1.06,2,1.4763071072488507
267,399,1488,0.36,1,0.3180838569924094
380,671,1362,1.37,5,6.54607783943422
394,861,191,4.23,1,0.7015445042858172
79,694,1363,2.24,1,10.657388947982778
406,708,1736,2.28,3,8.227873561907103
210,396,163,0.89,0,0.0
423,531,1531,4.43,2,6.766087796389416
424,396,995,2.6,1,0.960064299734492
397,612,1007,2.43,5,7.49447519369606
459,594,1590,1.15,1,0.940249880063156
167,624,1644,3.21,0,0.0
354,107,1307,0.65,5,0.5101689545025213
415,311,907,3.42,3,2.771031755409008
274,652,1631,1.29,0,0.0
116,392,1165,0.55,0,0.0
412,898,881,1.09,3,2.4950390333648533
431,603,1454,1.64,1,1.3256316336223972
82,264,1389,1.47,0,0.0
74,798,1607,2.42,5,83.31956258042825
214,910,1161,3.62,1,7.101383583251636
404,455,1059,2.38,3,3.3837538741070925
84,722,1426,3.09,3,45.14729490329489
131,256,1599,2.49,1,3.091655130696381
325,497,761,2.47,3,3.426497782408069
77,424,752,2.18,2,7.173878613340371
420,908,1157,0.76,0,0.0
115,715,394,0.59,3,1.7228689821808805
389,204,1739,4.52,1,1.6379217331711604
159,528,714,3.22,1,3.033649794591523
194,470,738,1.19,4,3.381691649812996
462,489,1001,1.41,0,0.0
347,882,1810,1.6,0,0.0
245,110,1659,1.29,4,1.5272046967894206
413,544,758,2.65,2,2.1026572542706705
380,919,515,4.32,5,10.689747760351167
452,300,1817,3.52,0,0.0
250,247,271,1.04,5,0.5532279861790352
277,138,1048,3.15,2,1.307000374487652
384,721,849,1.66,2,2.1029278707232715
448,880,1128,3.56,1,3.1342838027034383
200,349,239,2.2,2,0.7291561972551898
169,501,624,4.24,1,3.116563859068809
160,292,909,3.56,4,9.38666468131492
176,295,477,3.12,2,1.9823798719958936
235,140,643,2.31,0,0.0
217,101,192,2.41,1,0.085576490842046
433,186,1728,3.05,4,3.598348142065584
228,420,1292,1.82,3,5.163499773897131
419,67,407,1.56,1,0.0403417143471424
98,280,1555,4.32,3,22.87925681116273
352,119,825,2.31,0,0.0
125,743,771,0.57,0,0.0
460,637,626,3.79,2,2.6109568954735507
441,242,317,3.27,3,0.6780779291366021
400,456,728,1.77,2,1.1673848564447766
139,770,1727,3.68,1,13.98912799250129
129,758,1274,3.39,5,50.41887934717111
232,566,332,1.91,5,3.0735795939214303
139,108,1699,3.87,0,0.0
48,588,1360,4.57,0,0.0
339,926,1617,2.98,4,20.920503199029643
355,713,1077,0.67,3,1.7276171240217677
130,492,333,2.6,1,1.3020087249610774
218,396,177,3.48,5,2.222981096123968
219,682,281,4.43,1,1.5403693500071365
113,322,714,4.42,0,0.0
333,715,140,2.7,1,0.3224988502888283
153,783,945,3.95,4,30.362238632072973
400,462,1559,2.72,1,1.946128738957404
181,241,1252,4.42,3,8.78336404204267
285,919,1720,3.4,4,29.97178228576466
275,893,207,2.97,4,3.17307336608807
46,148,1697,0.79,3,5.141722507790059
428,287,1433,3.7,0,0.0
310,751,254,2.94,2,1.4376853537731324
404,736,1633,3.12,1,3.688177300375403
264,532,761,0.66,0,0.0
181,420,1364,3.83,5,24.083989363490453
298,162,805,3.61,3,1.883205223162008
348,919,203,4.19,5,4.462630149834365
327,337,950,2.19,2,1.7039405040881723
219,797,1659,3.03,1,7.269052134190874
416,620,846,1.55,2,1.5531198785642255
88,474,1649,1.8,3,19.058321441399496
112,182,1156,2.44,1,1.821275260384804
350,227,1401,3.25,4,4.693684166790096
248,467,490,2.3,3,2.529792688632548
453,315,1678,0.73,5,1.6922781042344164
405,841,994,4.41,3,10.850800125662149
116,594,1413,4.55,3,39.24441246402208
375,84,380,3.27,4,0.4423987808865037
84,877,1700,3.69,3,78.07130019483873
